universidad_nombre,institucion_nombre,institucion_direccion,api,coordenadas,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,lat,lon,departamento_id,departamento_nombre,latitud,longitud,municipio_id,municipio_nombre,provincia_id,provincia_nombre,carrera_grupo,carrera_nombre
Universidad Nacional de San Juan,Universidad Nacional de San Juan,Mitre 396,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Mitre 396,"-31.5354691,-68.5412352,15",,,,,,,,,,,,,,,,,,,,,,-31.5354691,-68.5412352,70028.0,Capital,-31.5354691,-68.5412352,700028.0,San Juan,70,San Juan,"Tecnologia,Educación,Ingeniería,Sociales,Economicas,Arte,Psicologia,Idiomas,Naturales,Derecho,Exactas,Policial,Arquitectura,Salud","Administración Publica,Sociología,Tecnologia e Ingeniería Minera,Biología,Computación, Sistemas e Informática,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Formacion Docente de Nivel Superíor y Universitario,Ingeniería en Sistemas,Arqueología,Martillero Público,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Aplicadas,Geologia,Carrera No Definida,Ingeniería Industrial,Artes Plásticas,Publicidad,Períodismo,Ingeniería Civil,Agrimensura,Ciencia Política,Ingeniería Electromecánica,Astronomía,Geofísica,Ingeniería Agronomica,Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo,Geografía,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Inglés,Ingeniería Electronica,Artes Audiovisuales,Tecnologia e Ingeniería en Alimentos,Contador Publico Nacional,Enfermería,Geofisica,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Arquitectura y Urbanismo,Minería,Produccion e Ingeniería Agropecuaria,Administración Pública,Ingeniería Mecánica,Matematica,Tecnología e Ingeniería Minera,Biologia,Criminologia,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Ingles,Martillero Publico,Tecnologia y Ciencias Aplicadas,Ingeniería Hidraulica,Artes Plasticas,Filosofia,Ciencia Politica,Ingeniería Vial,Turismo y Hotelería,Tecnología y Ciencias Aplicadas,Ingeniería Electrónica,Comunicacion Social,Ingeniería Química,Finanzas y Negocios,Turismo y Hoteleria,Trabajo Social,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Ingeniería  Eléctrica,Geografia,Ingeniería Metalurgica,Gestion y Administración de Empresas,Geología,Musica,Abogacia,Música,BioIngeniería,Ciencias del Ambiente y Recursos Naturales,Ciencias de la Educación,Letras,Periodismo,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Historia,Ingeniería en Agrimensura,Educación Basica,Diseño Grafico,Ingeniería Hidráulica,Enfermeria,Ingeniería en Construcciones,Matemática,Ingeniería Eléctrica,Educación Básica,Astronomia,Gestión y Administración de Empresas,Mineria,Bioingeniería,Ingeniería Metalúrgica,Formación Docente de Nivel Superior y Universitario,Abogacía,Diseño Industrial,Filosofía,Comunicación Social,Ingeniería Agronómica,Química,Diseño Gráfico,Sociologia,Arqueologia"
Universidad Nacional de San Luis,Universidad Nacional de San Luis,Ejército de los Andes 950,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Ejército de los Andes 950,"-33.2962223,-66.3441194",,,,,,,,,,,,,,,,,,,,,,-33.2962223,-66.3441194,74056.0,Juan Martín de Pueyrredón,-33.2962223,-66.3441194,740133.0,San Luis,74,San Luis,"Salud,Tecnologia,Educación,Ingeniería,Sociales,Arte,Psicologia,Idiomas,Naturales,Derecho,Exactas,Arquitectura,Economicas","Electrónica,Sociología,Otros Idiomas,Tecnologia e Ingeniería Minera,Produccion Animal,Computación, Sistemas e Informática,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Biología,Kinesiologia,Ingeniería en Sistemas,Martillero Público,Economía,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Aplicadas,Geologia,Ingeniería Industrial,Psicología,Artes Plásticas,Kinesiología,Organizacion y Produccion Industrial,Períodismo,Ciencia Política,Ingeniería Electromecánica,Administración y Gestión Cultural,Geofísica,Ingeniería Agronomica,Organización y Producción Industrial,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Inglés,Ingeniería Electronica,Artes Audiovisuales,Tecnologia e Ingeniería en Alimentos,Higiene y Seguridad Industrial,Contador Publico Nacional,Enfermería,Locucion,Laboratorio,Geofisica,Farmacia,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Administración y Gestión Ambiental,Minería,Produccion e Ingeniería Agropecuaria,Administración Pública,Tecnología e Ingeniería Minera,Matematica,Biologia,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Nutricion,Medicina,Ingles,Laboratorío,Locución,Física,Martillero Publico,Tecnologia y Ciencias Aplicadas,Paisajismo, Jardineria y Floricultura,Economia,Artes Plasticas,Filosofia,Ciencia Politica,Fonoaudiología,Ingeniería Vial,Turismo y Hotelería,Tecnología y Ciencias Aplicadas,Ingeniería Electrónica,Redes y Telecomunicaciones,Comunicacion Social,Ingeniería Química,Finanzas y Negocios,Fonoaudiologia,Electronica,Producción Animal,Turismo y Hoteleria,Trabajo Social,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Fisica,Ingeniería  Eléctrica,Gestion y Administración de Empresas,Bromatología,Educación Física y Deportes,Geología,Bioquimica,Musica,Abogacia,Servicio Social,Música,BioIngeniería,Ciencias del Ambiente y Recursos Naturales,Bioquímica,Ciencias de la Educación,Educación Fisica y Deportes,Paisajismo, Jardinería y Floricultura,Letras,Educación Especial,Periodismo,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Bromatologia,Psicologia,Enfermeria,Matemática,Ingeniería Eléctrica,Educación Básica,Nutrición,Derecho y Ciencias Jurídicas,Gestión y Administración de Empresas,Mineria,Educación Inicial,Bioingeniería,Psicopedagogia,Abogacía,Filosofía,Derecho y Ciencias Juridicas,Comunicación Social,Ingeniería Agronómica,Química,Sociologia"
Universidad Nacional de San Martín,Universidad Nacional de San Martín,Ramsay 2250,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Ramsay 2250,"-34.550664100769964,-58.441134539431594",,,,,,,,,,,,,,,,,,,,,,-34.550664100769964,-58.4411345394316,2091.0,Comuna 13,-34.550664100769964,-58.4411345394316,,,02,Ciudad Autónoma de Buenos Aires,"Tecnologia,Educación,Ingeniería,Sociales,Economicas,Arte,Psicologia,Idiomas,Naturales,Deporte,Exactas,Derecho,Arquitectura,Salud","Electrónica,Administración Publica,Sociología,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Biología,Kinesiologia,Ingeniería en Telecomunicaciones,Martillero Público,optica,Dermatología y Podología,Ingeniería Ambiental,Economía,Carrera No Definida,Ingeniería Industrial,Ingeniería en Materiales,Psicología,Artes Plásticas,Kinesiología,Organizacion y Produccion Industrial,Ingeniería Civil,Ingeniería Geodesta Geofisica, Nuclear, Energetica y en Petróleo,Ciencia Política,Astronomía,Producción e Ingeniería Pesquera,Administración y Gestión Cultural,Ingeniería Agronomica,Produccion e Ingeniería Pesquera,Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo,Organización y Producción Industrial,Antropología,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Inglés,Ingeniería Electronica,Artes Audiovisuales,Logística y Transportes,Tecnologia e Ingeniería en Alimentos,Higiene y Seguridad Industrial,Contador Publico Nacional,Enfermería,Radiología y Diagnóstico por Imágenes,Laboratorio,Teatro y Danza,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Administración y Gestión Ambiental,Arquitectura y Urbanismo,Administración Pública,Biologia,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Medicina,Ingles,Laboratorío,Física,Martillero Publico,Tecnologia y Ciencias Aplicadas,Economia,Artes Plasticas,Filosofia,Ciencia Politica,Turismo y Hotelería,Tecnología y Ciencias Aplicadas,Ingeniería Electrónica,Redes y Telecomunicaciones,Comunicacion Social,Logistica y Transportes,Electronica,Administración Hotelera,Turismo y Hoteleria,Trabajo Social,Fisica,Gestion y Administración de Empresas,Psicopedagogía,Actividad Fisica y Deportes,Educación Física y Deportes,Musica,Música,BioIngeniería,Óptica,Ciencias del Ambiente y Recursos Naturales,Ciencias de la Educación,Educación Fisica y Deportes,Letras,Educación Especial,Historia,Educación Basica,Psicologia,Terapia Ocupacional,Enfermeria,Educación Básica,Astronomia,Gestión y Administración de Empresas,Derecho y Ciencias Jurídicas,Educación Inicial,Bioingeniería,Dermatologia y Podologia,Relaciones Internacionales,Psicopedagogia,Filosofía,Derecho y Ciencias Juridicas,Comunicación Social,Actividad Física y Deportes,Ingeniería Agronómica,Radiologia y Diagnostico por Imagenes,Química,Sociologia"
Universidad Nacional de Santiago del Estero,Universidad Nacional de Santiago del Estero,Avenida Belgrano Sur 1912,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Avenida Belgrano Sur 1912,"-27.8014246,-64.2531763",,,,,,,,,,,,,,,,,,,,,,-27.801424600000004,-64.25317629999999,86049.0,Capital,-27.801424600000004,-64.25317629999999,,,86,Santiago del Estero,"Tecnologia,Salud,Educación,Ingeniería,Sociales,Arte,Psicologia,Idiomas,Naturales,Exactas,Arquitectura,Economicas","Administración Publica,Bibliotecologia y Documentacion,Sociología,Otros Idiomas,Produccion Animal,Computación, Sistemas e Informática,Sanidad y Saneamiento Ambiental,Formacion Docente de Nivel Superíor y Universitario,Ingeniería en Sistemas,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Aplicadas,Topografia y Cartografia,Carrera No Definida,Ingeniería Industrial,Organizacion y Produccion Industrial,Ingeniería Civil,Ingeniería Electromecánica,Administración y Gestión Cultural,Ingeniería Agronomica,Organización y Producción Industrial,Antropología,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Inglés,Ingeniería Electronica,Tecnologia e Ingeniería en Alimentos,Higiene y Seguridad Industrial,Salud Pública,Contador Publico Nacional,Enfermería,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Produccion e Ingeniería Agropecuaria,Bibliotecología y Documentación,Administración Pública,Matematica,Ingeniería en Vias de Comunicacion,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Medicina,Ingles,Paisajismo, Jardineria y Floricultura,Ingeniería Hidraulica,Filosofia,Topografía y Cartografía,Ingeniería Vial,Ingeniería Electrónica,Ingeniería Forestal e Industrias de la Madera,Producción Animal,Obstetricia,Trabajo Social,Ingeniería  Eléctrica,Gestion y Administración de Empresas,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias de la Salud,BioIngeniería,Ciencias del Ambiente y Recursos Naturales,Ciencias de la Educación,Paisajismo, Jardinería y Floricultura,Letras,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Historia,Ingeniería en Agrimensura,Educación Basica,Ingeniería en Vías de Comunicación,Ingeniería Hidráulica,Enfermeria,Matemática,Ingeniería Eléctrica,Educación Básica,Gestión y Administración de Empresas,Educación Inicial,Bioingeniería,Relaciones Internacionales,Ingeniería en Alimentos,Ingeniero en Alimentos,Formación Docente de Nivel Superior y Universitario,Filosofía,Ingeniería Agronómica,Construcciones,Química,Sociologia"
"Universidad Nacional de Tierra del Fuego, Antártida e Islas del Atlántico Sur","Universidad Nacional de Tierra del Fuego, Antártida e Islas del Atlántico Sur",Fuegia Basket 251,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Fuegia Basket 251&provincia=94," -54.81888630058655, -68.32552591092275",,,,,,,,,,,,,,,,,,,,,,-54.81888630058655,-68.32552591092275,94015.0,Ushuaia,-54.81888630058655,-68.32552591092275,940014.0,Ushuaia,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",,
Universidad Nacional de Tres de Febrero,Universidad Nacional de Tres de Febrero,Av. Gral. Mosconi 2736,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Gral. Mosconi 2736&provincia=6,"-34.6050318,-58.5665275",,,,,,,,,,,,,,,,,,,,,,-34.6050318,-58.5665275,6840.0,Tres de Febrero,-34.6050318,-58.5665275,60840.0,Tres de Febrero,06,Buenos Aires,"Tecnologia,Salud,Educación,Sociales,Arte,Psicologia,Naturales,Derecho,Exactas,Economicas","Administración Publica,Sociología,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Administración Hospitalaria y de Sistemas de Salud,Instrumentación Quirúrgica,Sanidad y Saneamiento Ambiental,Formacion Docente de Nivel Superíor y Universitario,Ingeniería en Sistemas,Martillero Público,Ingeniería Ambiental,Economía,Carrera No Definida,Psicología,Artes Plásticas,Períodismo,Ingeniería Geodesta Geofisica, Nuclear, Energetica y en Petróleo,Ciencia Política,Comercialización y Marketing,Administración y Gestión Cultural,Relaciones Laborales,Geografía,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Antropología,Geriatria y Gerontologia,Artes Audiovisuales,Logística y Transportes,Higiene y Seguridad Industrial,Enfermería,Teatro y Danza,Contador Público Nacional,Administración y Gestión Ambiental,Administración Pública,Accidentología,Formacion Docente para el nivel medio y/o superíor Universitario y no,Medicina,Geriatría y Gerontología,Martillero Publico,Tecnologia y Ciencias Aplicadas,Economia,Artes Plasticas,Filosofia,Administración de Empresas Agropecuarias,Ciencia Politica,Turismo y Hotelería,Tecnología y Ciencias Aplicadas,Comunicacion Social,Comercio Internacional,Logistica y Transportes,Finanzas y Negocios,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Geografia,Gestion y Administración de Empresas,Psicopedagogía,Educación Física y Deportes,Estadística,Musica,Estadistica,Abogacia,Música,Ciencias del Ambiente y Recursos Naturales,Comercio Exteríor,Ciencias de la Educación,Educación Fisica y Deportes,Letras,Educación Especial,Periodismo,Accidentologia,Historia,Comercio Exterior,Terapia Ocupacional,Enfermeria,Nutrición,Gestión y Administración de Empresas,Derecho y Ciencias Jurídicas,Educación Inicial,Relaciones Internacionales,Psicopedagogia,Formación Docente de Nivel Superior y Universitario,Abogacía,Filosofía,Derecho y Ciencias Juridicas,Comunicación Social,Sociologia,Contabilidad"
Universidad Nacional de Tucumán,Universidad Nacional de Tucumán,Batalla de Ayacucho 491,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Batalla de Ayacucho 491,"-26.8363912,-65.2133295",,,,,,,,,,,,,,,,,,,,,,-26.8363912,-65.2133295,90084.0,Capital,-26.8363912,-65.2133295,900014.0,Municipalidad de San Miguel De Tucuman,90,Tucumán,"Tecnologia,Educación,Ingeniería,Sociales,Economicas,Arte,Psicologia,Idiomas,Naturales,Derecho,Exactas,Deporte,Otros,Arquitectura,Salud","Odontologia,Administración Publica,Bibliotecologia y Documentacion,Diseño de Interíores,Sociología,Produccion Animal,Biología,Computación, Sistemas e Informática,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Administración Hospitalaria y de Sistemas de Salud,Instrumentación Quirúrgica,Kinesiologia,Sanidad y Saneamiento Ambiental,Formacion Docente de Nivel Superíor y Universitario,Ingeniería en Sistemas,Instrumentacion Quirurgica,Arqueología,optica,Economía,Geologia,Carrera No Definida,Ingeniería Industrial,Psicología,Artes Plásticas,Kinesiología,Ingeniería Civil,Ingeniería Geodesta Geofisica, Nuclear, Energetica y en Petróleo,Agrimensura,Diseño de Interiores,Administración y Gestión Cultural,Ingeniería Agronomica,Relaciones Laborales,Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo,Organización y Producción Industrial,Antropología,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Geografía,Ingeniería Electronica,Artes Audiovisuales,Inglés,Tecnologia e Ingeniería en Alimentos,Ingeniería Básica,Salud Pública,Contador Publico Nacional,Enfermería,Radiología y Diagnóstico por Imágenes,Teatro y Danza,Farmacia,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Administración y Gestión Ambiental,Arquitectura y Urbanismo,Produccion e Ingeniería Agropecuaria,Bibliotecología y Documentación,Administración Pública,Ingeniería Mecánica,Matematica,Biologia,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Nutricion,Medicina,Ingles,Física,Odontología,Economia,Artes Plasticas,Filosofia,Salud Publica,Fonoaudiología,Turismo y Hotelería,Ingeniería Electrónica,Comunicacion Social,Ingeniería Basica,Ingeniería Química,Fonoaudiologia,Producción Animal,Turismo y Hoteleria,Trabajo Social,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Fisica,Ingeniería  Eléctrica,Geografia,Gestion y Administración de Empresas,Actividad Fisica y Deportes,Educación Física y Deportes,Geología,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias de la Salud,Bioquimica,Estadística,Musica,Estadistica,Frances,Abogacia,Música,BioIngeniería,Francés,Óptica,Ciencias del Ambiente y Recursos Naturales,Notariado,Bioquímica,Ciencias de la Educación,Educación Fisica y Deportes,Letras,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Historia,Veterinaria,Psicologia,Enfermeria,Ingeniería en Construcciones,Matemática,Ingeniería Eléctrica,Nutrición,Derecho y Ciencias Jurídicas,Gestión y Administración de Empresas,Bioingeniería,Relaciones Internacionales,Abogacía,Filosofía,Derecho y Ciencias Juridicas,Actividad Física y Deportes,Ingeniería Agronómica,Comunicación Social,Radiologia y Diagnostico por Imagenes,Química,Sociologia,Contabilidad,Arqueologia"
Universidad Nacional de Villa María,Universidad Nacional de Villa María,Arturo Jauretche 1555,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Arturo Jauretche 1555&provincia=14,"-32.3995102,-63.2651483",,,,,,,,,,,,,,,,,,,,,,-32.3995102,-63.2651483,14042.0,General San Martín,-32.3995102,-63.2651483,140357.0,Villa María,14,Córdoba,"Tecnologia,Educación,Ingeniería,Sociales,Economicas,Arte,Psicologia,Naturales,Letras,Arquitectura,Salud","Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Ciencia Politica,Óptica,Ciencias del Ambiente y Recursos Naturales,Tecnologia e Ingeniería en Alimentos,Higiene y Seguridad Industrial,Sociologia,Ciencias de la Educación,Comercio Exteríor,Educación Fisica y Deportes,Sociología,Letras,Educación Especial,Periodismo,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Contador Publico Nacional,Comercio Exterior,Enfermería,Comunicacion Social,Veterinaria,Diseño Grafico,optica,Enfermeria,Terapia Ocupacional,Economía,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Trabajo Social,Períodismo,Gestion y Administración de Empresas,Gestión y Administración de Empresas,Psicopedagogía,Ciencia Política,Formacion Docente para el nivel medio y/o superíor Universitario y no,Ingeniería en Alimentos,Ingeniero en Alimentos,Psicopedagogia,Medicina,Educación Física y Deportes,Diseño Industrial,Ingeniería Agronómica,Comunicación Social,Administración y Gestión Cultural,Ingeniería Agronomica,Musica,Diseño Gráfico,Economia,Criminología,Servicio Social,Música"
Universidad Nacional de Villa Mercedes,Universidad Nacional de Villa Mercedes,Las Heras 383,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Las Heras 383,"-33.6865689,-65.4698988",,,,,,,,,,,,,,,,,,,,,,-33.686568900000005,-65.4698988,74035.0,General Pedernera,-33.686568900000005,-65.4698988,740077.0,Villa Mercedes,74,San Luis,,
Universidad Nacional del Centro de la Provincia de Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,Pinto 399,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Pinto 399&provincia=6,"-37.3285417102325,-59.1380501689951",,,,,,,,,,,,,,,,,,,,,,-37.3285417102325,-59.1380501689951,6791.0,Tandil,-37.3285417102325,-59.1380501689951,60791.0,Tandil,06,Buenos Aires,"Salud,Tecnologia,Educación,Ingeniería,Sociales,Arte,Psicologia,Naturales,Derecho,Exactas,Economicas","Electrónica,Sociología,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Administración Hospitalaria y de Sistemas de Salud,Sanidad y Saneamiento Ambiental,Ingeniería en Sistemas,Arqueología,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Aplicadas,Economía,Ingeniería Industrial,Artes Plásticas,Períodismo,Ingeniería Civil,Ingeniería Electromecánica,Ingeniería Agronomica,Relaciones Laborales,Geografía,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Antropología,Artes Audiovisuales,Logística y Transportes,Tecnologia e Ingeniería en Alimentos,Higiene y Seguridad Industrial,Ingeniería Básica,Contador Publico Nacional,Radiología y Diagnóstico por Imágenes,Enfermería,Teatro y Danza,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Administración y Gestión Ambiental,Produccion e Ingeniería Agropecuaria,Matematica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Medicina,Física,Tecnologia y Ciencias Aplicadas,Economia,Artes Plasticas,Administración de Empresas Agropecuarias,Turismo y Hotelería,Tecnología y Ciencias Aplicadas,Redes y Telecomunicaciones,Comunicacion Social,Ingeniería Basica,Ingeniería Química,Logistica y Transportes,Finanzas y Negocios,Electronica,Turismo y Hoteleria,Trabajo Social,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Fisica,Geografia,Gestion y Administración de Empresas,Abogacia,Ciencias del Ambiente y Recursos Naturales,Ciencias de la Educación,Periodismo,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Historia,Ingeniería en Agrimensura,Veterinaria,Ingeniería Hidráulica,Enfermeria,Ingeniería en Construcciones,Matemática,Derecho y Ciencias Jurídicas,Gestión y Administración de Empresas,Educación Inicial,Relaciones Internacionales,Abogacía,Derecho y Ciencias Juridicas,Ingeniería Agronómica,Comunicación Social,Sociologia,Contabilidad,Arqueologia"
Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral,Fernández 755,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Fernández 755,"-26.8017124,-60.4491146",,,,,,,,,,,,,,,,,,,,,,-26.8017124,-60.44911460000001,22021.0,Comandante Fernández,-26.8017124,-60.44911460000001,220077.0,Presidencia Roque Sáenz Peña,22,Chaco,"Tecnologia,Educación,Ingeniería,Economicas,Naturales,Derecho,Exactas,Salud","BioIngeniería,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Óptica,Tecnologia e Ingeniería en Alimentos,Higiene y Seguridad Industrial,Ciencias de la Educación,Sociología,Produccion Animal,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Contador Publico Nacional,Veterinaria,Ingeniería Química,Ingeniería en Sistemas,Finanzas y Negocios,Farmacia,optica,Matemática,Tecnología e Ingeniería en Alimentos,Producción Animal,Contador Público Nacional,Carrera No Definida,Ingeniería Industrial,Administración y Gestión Ambiental,Produccion e Ingeniería Agropecuaria,Nutrición,Matematica,Gestion y Administración de Empresas,Gestión y Administración de Empresas,Derecho y Ciencias Jurídicas,Bioingeniería,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Nutricion,Medicina,Abogacía,Derecho y Ciencias Juridicas,Ingeniería Agronómica,Química,Abogacia,Contabilidad"
Universidad Nacional del Comahue,Universidad Nacional del Comahue,Av. Santa Fe 1845,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Santa Fe 1845&provincia=2,"-34.59583822943477,-58.393932130303796",,,,,,,,,,,,,,,,,,,,,,-34.59583822943477,-58.393932130303796,2014.0,Comuna 2,-34.59583822943477,-58.393932130303796,,,02,Ciudad Autónoma de Buenos Aires,"Tecnologia,Educación,Ingeniería,Sociales,Economicas,Psicologia,Idiomas,Naturales,Derecho,Exactas,Arquitectura,Salud","Administración Publica,Sociología,Tecnologia e Ingeniería Minera,Produccion Animal,Computación, Sistemas e Informática,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Biología,Administración Hospitalaria y de Sistemas de Salud,Formacion Docente de Nivel Superíor y Universitario,Sanidad y Saneamiento Ambiental,Comercializacion y Marketing,Enología y Frutihorticultura,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Aplicadas,Economía,Geologia,Topografia y Cartografia,Carrera No Definida,Ingeniería Industrial,Enologia y Frutihorticultura,Psicología,Artes Plásticas,Ingeniería Civil,Ingeniería Geodesta Geofisica, Nuclear, Energetica y en Petróleo,Ciencia Política,Comercialización y Marketing,Producción e Ingeniería Pesquera,Ingeniería Agronomica,Produccion e Ingeniería Pesquera,Relaciones Laborales,Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo,Antropología,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Geografía,Ingeniería Electronica,Inglés,Tecnologia e Ingeniería en Alimentos,Higiene y Seguridad Industrial,Contador Publico Nacional,Enfermería,Locucion,Marketing y Comercialización,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Administración y Gestión Ambiental,Arquitectura y Urbanismo,Produccion e Ingeniería Agropecuaria,Administración Pública,Ingeniería Mecánica,Matematica,Tecnología e Ingeniería Minera,Biologia,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Medicina,Ingles,Locución,Paisajismo, Jardineria y Floricultura,Marketing y Comercializacion,Economia,Filosofia,Administración de Empresas Agropecuarias,Ciencia Politica,Topografía y Cartografía,Turismo y Hotelería,Ingeniería Electrónica,Comunicacion Social,Ingeniería Química,Ingeniería Forestal e Industrias de la Madera,Producción Animal,Administración Hotelera,Turismo y Hoteleria,Trabajo Social,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Ingeniería  Eléctrica,Geografia,Gestion y Administración de Empresas,Psicopedagogía,Bromatología,Educación Física y Deportes,Geología,Estadística,Estadistica,Abogacia,Servicio Social,Relaciones Institucionales y Humanas,Ciencias del Ambiente y Recursos Naturales,Ciencias de la Educación,Educación Fisica y Deportes,Paisajismo, Jardinería y Floricultura,Letras,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Historia,Bromatologia,Educación Basica,Psicologia,Ingeniería Hidráulica,Enfermeria,Matemática,Ingeniería Eléctrica,Educación Básica,Gestión y Administración de Empresas,Derecho y Ciencias Jurídicas,Educación Inicial,Psicopedagogia,Formación Docente de Nivel Superior y Universitario,Abogacía,Filosofía,Derecho y Ciencias Juridicas,Comunicación Social,Ingeniería Agronómica,Química,Sociologia,Contabilidad"
