"carrera","carrera_grupo","Carrera_normalizada"
"Tecnico en Mantenimiento Industrial","Ingenieria","Organizacion y Produccion Industrial"
"Tecnico Superíor en Automatizacion y Control","Ingenieria","Organizacion y Produccion Industrial"
"Tecnico Superíor en Mantenimiento Industrial","Economicas","Organizacion y Produccion Industrial"
"Tecnico Superíor en Procesos Industriales","Economicas","Organizacion y Produccion Industrial"
"Tecnico Superíor en Procesos Industriales (Orientacion Industria del Calzado)","Economicas","Organizacion y Produccion Industrial"
"Tecnico Superíor en Procesos Industriales (Orientacion Industria Metalmecanica)","Economicas","Organizacion y Produccion Industrial"
"Tecnico Superíor Universitarío en Procesos Productivos","Economicas","Organizacion y Produccion Industrial"
"Tecnico Universitarío en Automatizacion y Control de Procesos Industriales","Ingenieria","Organizacion y Produccion Industrial"
"Tecnico Universitarío en Electricidad y Sistemas de Control Industriales","Ingenieria","Organizacion y Produccion Industrial"
"Tecnico Universitarío en Empresas Industriales","Economicas","Organizacion y Produccion Industrial"
"Tecnico Universitarío en Gestion de Calidad","Economicas","Organizacion y Produccion Industrial"
"Tecnico Universitarío en Gestion de la Calidad","Economicas","Organizacion y Produccion Industrial"
"Tecnico Universitarío en Gestion Industrial","Economicas","Organizacion y Produccion Industrial"
"Tecnico Universitarío en Instalaciones Industriales","Economicas","Organizacion y Produccion Industrial"
"Tecnico Universitarío en Mantenimiento Industrial","Exactas","Organizacion y Produccion Industrial"
"Tecnico Universitarío en Organizacion Industrial","Economicas","Organizacion y Produccion Industrial"
"Tecnico Universitarío en Organizacion y Control de la Produccion","Economicas","Organizacion y Produccion Industrial"
"Tecnico Universitarío en Planeamiento Industrial","Economicas","Organizacion y Produccion Industrial"
"Tecnico Universitarío en Produccion Industrial Automatizada","Economicas","Organizacion y Produccion Industrial"
"Tecnico Universitarío en Produccion Industrial y Automatizacion","Economicas","Organizacion y Produccion Industrial"
"Ciclo Traductorado Publico","Idiomas","Otros Idiomas"
"Especialista en Didactica de las Lenguas Extranjeras - MD","Educacion","Otros Idiomas"
"Especialista en Traduccion Cientifica y Tecnica - MD","Idiomas","Otros Idiomas"
"Especialista en Traduccion Juridica y Economica - MD","Idiomas","Otros Idiomas"
"Licenciado en Enseñanza de Lenguas Extranjeras","Idiomas","Otros Idiomas"
"Licenciado en Interpretacion y Traduccion en Formas de Comunicacion No Verbal - Ciclo de Licenciatura","Idiomas","Otros Idiomas"
"Licenciado en Lenguas Extranjeras (Italiano). Ciclo de Complementacion Curricular","Idiomas","Otros Idiomas"
"Licenciado en Lenguas Extranjeras (Portugues). Ciclo de Complementacion Curricular","Idiomas","Otros Idiomas"
"Magister de la Universidad de Buenos Aires en Traduccion e Interpretacion","Idiomas","Otros Idiomas"
"Magister en Enseñanza de Español como Lengua Extranjera","Idiomas","Otros Idiomas"
"Magister en Traductologia","Idiomas","Otros Idiomas"
"Tecnico Superíor en Educacion Intercultural Bilingüe - con mencion en Lengua Quichua","Idiomas","Otros Idiomas"
"Traductor Publico en Idioma Esloveno","Idiomas","Otros Idiomas"
"Traductor Publico en Idioma Ucraniano","Idiomas","Otros Idiomas"
"Especialista en Paisajismo","Naturales","Paisajismo, Jardineria y Floricultura"
"Especialista en Planeamiento Paisajista y Ambiente","Naturales","Paisajismo, Jardineria y Floricultura"
"Especialista en Planificacion del Paisaje","Naturales","Paisajismo, Jardineria y Floricultura"
"Especialista en Planificacion y Diseño del Paisaje","Naturales","Paisajismo, Jardineria y Floricultura"
"Ingeniero de Paisajes","Naturales","Paisajismo, Jardineria y Floricultura"
"Licenciado en Diseño del Paisaje - Ciclo de Licenciatura","Naturales","Paisajismo, Jardineria y Floricultura"
"Licenciado en Paisajismo","Naturales","Paisajismo, Jardineria y Floricultura"
"Licenciado en Planificacion y Diseño del Paisaje","Naturales","Paisajismo, Jardineria y Floricultura"
"Magister en Arquitectura Paisajista","Naturales","Paisajismo, Jardineria y Floricultura"
"Magister en Floricultura","Naturales","Paisajismo, Jardineria y Floricultura"
"Magister en Paisaje, Medio Ambiente y Ciudad","Naturales","Paisajismo, Jardineria y Floricultura"
"Tecnico en Composicion de Parques y Jardines - MD","Naturales","Paisajismo, Jardineria y Floricultura"
"Tecnico en Floricultura","Naturales","Paisajismo, Jardineria y Floricultura"
"Tecnico en Jardineria","Naturales","Paisajismo, Jardineria y Floricultura"
"Tecnico Universitarío en Arboricultura y Vivericultura","Naturales","Paisajismo, Jardineria y Floricultura"
"Tecnico Universitarío en Diseño y Mantenimiento de Espacios Verdes","Naturales","Paisajismo, Jardineria y Floricultura"
"Tecnico Universitarío en Espacios Verdes","Naturales","Paisajismo, Jardineria y Floricultura"
"Tecnico Universitarío en Jardineria","Naturales","Paisajismo, Jardineria y Floricultura"
"Tecnico Universitarío en Jardineria y Floricultura","Naturales","Paisajismo, Jardineria y Floricultura"
"Tecnico Universitarío en Parques y Jardines","Naturales","Paisajismo, Jardineria y Floricultura"
"Tecnico Universitarío en Parques, Jardines y Floricultura","Naturales","Paisajismo, Jardineria y Floricultura"
"Tecnico Universitarío en Parques, Jardines y Paseos","Naturales","Paisajismo, Jardineria y Floricultura"
"Tecnico Viverista","Naturales","Paisajismo, Jardineria y Floricultura"
"Bachiller Universitarío en Períodismo","Sociales","Períodismo"
"Editor","Sociales","Períodismo"
"Especialista en Períodismo Digital","Sociales","Períodismo"
"Especialista en Períodismo Economico","Sociales","Períodismo"
"Especialista en Períodismo y Economia Politica","Sociales","Períodismo"
"Especialista en Planificacion y Gestion del Períodismo","Sociales","Períodismo"
"Licenciado en Ciencias Sociales con Especializacion en Períodismo","Sociales","Períodismo"
"Licenciado en Comunicacion Períodistica","Sociales","Períodismo"
"Licenciado en Períodismo","Sociales","Períodismo"
"Licenciado en Períodismo - 4 años","Sociales","Períodismo"
"Licenciado en Períodismo - Ciclo de Complementacion Curricular - MD","Sociales","Períodismo"
"Licenciado en Períodismo - Ciclo de Licenciatura","Sociales","Períodismo"
"Licenciado en Períodismo - MD","Sociales","Períodismo"
"Licenciado en Períodismo con orientacion Audiovisual","Sociales","Períodismo"
"Licenciado en Períodismo con Orientacion Grafica","Sociales","Períodismo"
"Licenciado en Períodismo y Comunicacion - Ciclo de Licenciatura","Sociales","Períodismo"
"Licenciado en Períodismo y Comunicacion - Ciclo de Licenciatura - MD","Sociales","Períodismo"
"Licenciado en Períodismo y Comunicaciones","Sociales","Períodismo"
"Licenciado en Períodismo y Nuevos Medios","Sociales","Períodismo"
"Magister de la Universidad de Buenos Aires en Períodismo","Sociales","Períodismo"
"Magister en Períodismo","Sociales","Períodismo"
"Magister en Períodismo de Investigacion","Sociales","Períodismo"
"Magister en Períodismo Documental","Sociales","Períodismo"
"Magister en Períodismo y Medios de Comunicacion","Sociales","Períodismo"
"Períodista","Sociales","Períodismo"
"Períodista Redactor","Sociales","Períodismo"
"Períodista Universitarío","Sociales","Períodismo"
"Períodista Universitarío - Titulo Intermedio","Sociales","Períodismo"
"Períodista Universitarío T.I.","Sociales","Períodismo"
"Tecnico en Períodismo","Sociales","Períodismo"
"Tecnico en Períodismo Deportivo","Sociales","Períodismo"
"Tecnico en Períodismo Deportivo - MD","Sociales","Períodismo"
"Tecnico Períodista Universitarío","Sociales","Períodismo"
"Tecnico Superíor Universitarío en Períodismo Deportivo","Deporte","Períodismo"
"Tecnico Universitarío en Comunicacion Períodistica","Sociales","Períodismo"
"Tecnico Universitarío en Períodismo","Sociales","Períodismo"
"Tecnico Universitarío en Períodismo Deportivo","Sociales","Períodismo"
"Tecnico Universitarío en Períodismo y Nuevos Medios","Sociales","Períodismo"
"Tecnico Universitarío en Períodismo y Nuevos Medios - MD","Sociales","Períodismo"
"Tecnico Universitarío en Produccion Mediatica","Sociales","Períodismo"
"Bachiller Universitarío -titulo intermedio de la carrera de Licenciatura en Portugues-","Idiomas","Portugues"
"Bachiller Universitarío -titulo intermedio de la carrera de Profesorado en Portugues-","Educacion","Portugues"
"Bachiller Universitarío -titulo intermedio de la carrera de Traductor Publico en Portugues-","Idiomas","Portugues"
"Licenciado en Portugues","Idiomas","Portugues"
"Traductor Publico de Portugues","Idiomas","Portugues"
"Traductor Publico en Idioma Portugues","Idiomas","Portugues"
"Doctor de la Universidad de Buenos Aires, area Produccion Animal","Naturales","Produccion Animal"
"Especialista en Gestion de la Produccion Bovina de Carne en la Region Semiarida Central","Naturales","Produccion Animal"
"Especialista en Produccion Animal","Naturales","Produccion Animal"
"Especialista en Produccion Bovina","Naturales","Produccion Animal"
"Especialista en Produccion Ganadera de Zonas aridas","Naturales","Produccion Animal"
"Especialista en Produccion Lechera","Naturales","Produccion Animal"
"Especialista en Reproduccion Bovina","Naturales","Produccion Animal"
"Especialista en Salud y Produccion Porcina","Naturales","Produccion Animal"
"Especialista en Sistemas de Produccion Animal Sustenable","Naturales","Produccion Animal"
"Especialista en Sistemas de Produccion Animal Sustentable","Naturales","Produccion Animal"
"Ingeniero Zootecnista","Naturales","Produccion Animal"
"Magister de la Universidad de Buenos Aires en Produccion Animal","Naturales","Produccion Animal"
"Magister de la Universidad de Buenos Aires en Reproduccion Animal","Naturales","Produccion Animal"
"Magister en Ciencias Agropecuarias con Mencion en Produccion Animal","Naturales","Produccion Animal"
"Magister en Produccion Animal","Naturales","Produccion Animal"
"Magister en Produccion Animal Subtropical","Naturales","Produccion Animal"
"Magister en Produccion Equina","Naturales","Produccion Animal"
"Magister en Reproduccion Bovina","Naturales","Produccion Animal"
"Magister en Salud y Produccion Porcina","Naturales","Produccion Animal"
"Magister en Zootecnia","Naturales","Produccion Animal"
"Tecnico en Acuicultura","Naturales","Produccion Animal"
"Tecnico en Alimentacion de Ganado Vacuno - MD","Naturales","Produccion Animal"
"Tecnico en Curtido y Terminacion del Cuero","Naturales","Produccion Animal"
"Tecnico en Gestion y Produccion Apicola - MD","Naturales","Produccion Animal"
"Tecnico Superíor en Tecnologia Avicola","Naturales","Produccion Animal"
"Tecnico Universitarío en Granja y Produccion Avicola","Naturales","Produccion Animal"
"Tecnico Universitarío en Produccion Animal de Zonas aridas","Naturales","Produccion Animal"
"Tecnico Universitarío en Produccion Apicola","Naturales","Produccion Animal"
"Tecnico Universitarío en Produccion Ganadera","Naturales","Produccion Animal"
"Doctor en Ciencia, Tecnologia e Innovacion Agropecuaria","Naturales","Produccion e Ingenieria Agropecuaria"
"Doctor en Ciencias Agronomicas","Naturales","Produccion e Ingenieria Agropecuaria"
"Especialista en Alimentacion de Bovinos","Naturales","Produccion e Ingenieria Agropecuaria"
"Especialista en Ambiente y Ecologia de Sistemas Agroproductivos","Naturales","Produccion e Ingenieria Agropecuaria"
"Especialista en Cultivos de Granos","Naturales","Produccion e Ingenieria Agropecuaria"
"Especialista en Cultivos Intensivos","Naturales","Produccion e Ingenieria Agropecuaria"
"Especialista en Desarrollo Rural","Naturales","Produccion e Ingenieria Agropecuaria"
"Especialista en Fertilidad de Suelos y Fertilizacion","Naturales","Produccion e Ingenieria Agropecuaria"
"Especialista en Formulacion y Evaluacion de Proyectos Agropecuaríos y Agroindustriales","Naturales","Produccion e Ingenieria Agropecuaria"
"Especialista en Manejo de Agroquimicos","Naturales","Produccion e Ingenieria Agropecuaria"
"Especialista en Manejo de Poscosecha de Granos","Naturales","Produccion e Ingenieria Agropecuaria"
"Especialista en Manejo de Suelos y Cultivos en Siembra Directa","Naturales","Produccion e Ingenieria Agropecuaria"
"Especialista en Mecanizacion Agricola","Naturales","Produccion e Ingenieria Agropecuaria"
"Especialista en Produccion de Cultivos Extensivos","Naturales","Produccion e Ingenieria Agropecuaria"
"Especialista en Produccion de Semillas de Cereales, Oleaginosas y Forrajeras","Naturales","Produccion e Ingenieria Agropecuaria"
"Especialista en Produccion Vegetal","Naturales","Produccion e Ingenieria Agropecuaria"
"Especialista en Proteccion Vegetal","Naturales","Produccion e Ingenieria Agropecuaria"
"Especialista en Siembra Directa","Naturales","Produccion e Ingenieria Agropecuaria"
"Ingeniero Agro-industrial","Naturales","Produccion e Ingenieria Agropecuaria"
"Ingeniero Agropecuarío","Naturales","Produccion e Ingenieria Agropecuaria"
"Ingeniero Azucarero","Naturales","Produccion e Ingenieria Agropecuaria"
"Ingeniero en Mecanizacion de la Produccion Agropecuaria","Naturales","Produccion e Ingenieria Agropecuaria"
"Ingeniero en Produccion Agropecuaria","Naturales","Produccion e Ingenieria Agropecuaria"
"Licenciado en Agroecologia","Naturales","Produccion e Ingenieria Agropecuaria"
"Licenciado en Gestion Sustentable de las Agrocadenas - Ciclo de Licenciatura","Naturales","Produccion e Ingenieria Agropecuaria"
"Licenciado en Mecanizacion Agricola","Naturales","Produccion e Ingenieria Agropecuaria"
"Licenciado en Produccion Agropecuaria","Naturales","Produccion e Ingenieria Agropecuaria"
"Licenciado en Produccion Animal","Naturales","Produccion e Ingenieria Agropecuaria"
"Licenciado en Produccion Vegetal","Naturales","Produccion e Ingenieria Agropecuaria"
"Licenciado/a en Ciencias Agrarias","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister de la Universidad de Buenos Aires, area Acuicultura","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister de la Universidad de Buenos Aires, area Agricultura Intensiva para Zonas aridas y Semiaridas","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister de la Universidad de Buenos Aires, area Desarrollo Rural","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister de la Universidad de Buenos Aires, area Produccion Vegetal","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister de la Universidad de Buenos Aires, area Sistemas de Produccion Agricola para areas  de Subsistencia","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister en Ciencias Agrarias - orientacion Produccion Sostenible","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister en Ciencias Agrarias y Biotecnologia","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister en Ciencias Agropecuarias - area Tecnologia de Semillas","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister en Ciencias Agropecuarias Mencion Tecnologia de Semillas","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister en Cultivos Intensivos","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister en Desarrollo de Zonas Aridas y Semiaridas","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister en Desarrollo de Zonas aridas y Semiaridas","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister en Diseño de Sistemas Electronicos Aplicados a la Agronomia","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister en Educacion y Desarrollo Rural","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister en Extension Agropecuaria","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister en Mecanizacion Agricola","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister en Procesos Locales de Innovacion y Desarrollo Rural","Economicas","Produccion e Ingenieria Agropecuaria"
"Magister en Procesos Locales de Innovacion y Desarrollo Rural (PLIDER)","Economicas","Produccion e Ingenieria Agropecuaria"
"Magister en Procesos Locales en Innovacion y Desarrollo Rural","Economicas","Produccion e Ingenieria Agropecuaria"
"Magister en Produccion de Rumiantes Menores","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister en Produccion e Industrializacion de Cereales y Oleaginosas","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister en Produccion Ganadera de Zonas aridas","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister en Produccion Vegetal","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister en Proteccion Vegetal","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister en Riego y Uso Agropecuarío del Agua","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister Scientiae en Horticultura","Naturales","Produccion e Ingenieria Agropecuaria"
"Magister Scientiae en Produccion Vegetal","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico en Agroindustrias","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico en Higiene y Salud Animal","Salud","Produccion e Ingenieria Agropecuaria"
"Tecnico en Produccion Agraria","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico en Produccion Agropecuaria","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico en Produccion Vegetal Intensiva","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico en Produccion Vegetal Organica","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Superíor Agrarío en Suelos y Aguas","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Superíor en Control de Sanidad y Calidad Agroalimentaria","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Superíor en Produccion Agropecuaria","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío Apicola","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Agroindustria","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Agromecanica","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Alimentacion Animal","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Calidad e Inocuidad Agroalimentaria","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Desarrollo Agropecuarío para Pequeños y Medianos Productores","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Laboratorío Agropecuarío - MD","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Manejo de Granos y Semillas","Economicas","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Mecanizacion Agraria","Exactas","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Mecanizacion Agropecuaria","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Mecanizacion de la Produccion Agropecuaria","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Poscosecha de Granos y Semillas","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Procesamiento Agroalimentarío","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Procesos Agroindustriales","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Produccion Agropecuaria","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Produccion Agropecuaria - MD","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Produccion Animal","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Produccion de Plantas Aromaticas","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Produccion Lechera","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Produccion Vegetal","Naturales","Produccion e Ingenieria Agropecuaria"
"Tecnico Universitarío en Produccion Vegetal Intensiva","Naturales","Produccion e Ingenieria Agropecuaria"
"Especialista en Pesquerias Marinas","Naturales","Produccion e Ingenieria Pesquera"
"Ingeniero Pesquero","Naturales","Produccion e Ingenieria Pesquera"
"Tecnico en Produccion Pesquera y Maricultura","Naturales","Produccion e Ingenieria Pesquera"
"Tecnico Superíor en Acuicultura y Procesamiento Pesquero","Naturales","Produccion e Ingenieria Pesquera"
"Tecnico Universitarío en Puericultura y Crianza","Naturales","Produccion e Ingenieria Pesquera"
"Tecnico Universitarío Pesquero","Naturales","Produccion e Ingenieria Pesquera"
"Acompañante Terapeutico","Psicologia","Psicologia"
"Asistente en Psicologia","Psicologia","Psicologia"
"Asistente Universitarío en Psicologia","Psicologia","Psicologia"
"Ayudante de Gabinete","Educacion","Psicologia"
"Ayudante de Gabinete Psicologico","Psicologia","Psicologia"
"Bachiller Universitarío en Ciencias Psicologicas","Psicologia","Psicologia"
"Bachiller Universitarío en Psicologia","Psicologia","Psicologia"
"Diplomado Superíor en Infancia, Educacion y Pedagogia (Titulo Propio) - MD","Educacion","Psicologia"
"Doctor de la Universidad de Buenos Aires, area Psicologia","Psicologia","Psicologia"
"Doctor de la Universidad de Palermo en Psicologia (Ph.D)","Psicologia","Psicologia"
"Doctor de la Universidad Maimónides en Psicologia con orientacion en Neurociencia cognitiva aplicada","Psicologia","Psicologia"
"Doctor en Humanidades (Area Psicolingüistica)","Psicologia","Psicologia"
"Doctor en Humanidades (Area Psicologia)","Psicologia","Psicologia"
"Doctor en Psicologia","Psicologia","Psicologia"
"Doctor en Psicologia Social","Psicologia","Psicologia"
"Especialista en Abordaje Psicoanalitico de Patologias Psicosomaticas","Psicologia","Psicologia"
"Especialista en Abordaje Psicoanalitico en Familia y Pareja","Psicologia","Psicologia"
"Especialista en Adolescencia con Mencion en Educacion","Educacion","Psicologia"
"Especialista en Adolescencia con Mencion en Educacion o Psicologia del Desarrollo","Psicologia","Psicologia"
"Especialista en Adolescencia con Mencion en Psicologia del Desarrollo","Psicologia","Psicologia"
"Especialista en Clinica Psicoanalitica","Psicologia","Psicologia"
"Especialista en Clinica Psicoanalitica con Adultos","Psicologia","Psicologia"
"Especialista en Clinica Psicoanalitica con Niños y Adolescentes","Psicologia","Psicologia"
"Especialista en Drogadependencias","Psicologia","Psicologia"
"Especialista en estudios psicologicos de la enseñanza y el aprendizaje en contextos escolares","Psicologia","Psicologia"
"Especialista en Evaluacion Psicologica","Psicologia","Psicologia"
"Especialista en Evaluacion y Diagnostico Psicologico","Psicologia","Psicologia"
"Especialista en Evaluacion y Diagostico Psicologico con Orientacion Forense","Psicologia","Psicologia"
"Especialista en Fundamentos de Psicoanalisis","Psicologia","Psicologia"
"Especialista en Fundamentos Teoricos y Practicos de Psicoanalisis","Psicologia","Psicologia"
"Especialista en Infancia e Instituciones","Psicologia","Psicologia"
"Especialista en Intervencion Comunitaria en el ambito de la Salud Mental con enfasis en Derechos Humanos","Psicologia","Psicologia"
"Especialista en Neuropsicologia Clinica","Psicologia","Psicologia"
"Especialista en Orientacion Educativa y Ocupacional","Psicologia","Psicologia"
"Especialista en Prevencion y Asistencia Psicologica en Infancia y Niñez","Psicologia","Psicologia"
"Especialista en Problematicas Subjetivas del Contexto Juridico Forense","Psicologia","Psicologia"
"Especialista en Psico-Oncologia","Psicologia","Psicologia"
"Especialista en Psicoanalisis","Psicologia","Psicologia"
"Especialista en Psicoanalisis con Adolescentes","Psicologia","Psicologia"
"Especialista en Psicoanalisis con Niños","Psicologia","Psicologia"
"Especialista en Psicoanalisis con Orientacion Clinica en Adolescentes","Psicologia","Psicologia"
"Especialista en Psicoanalisis con Orientacion Clinica en Adultos","Psicologia","Psicologia"
"Especialista en Psicoanalisis con Orientacion Clinica en Familia y Pareja","Psicologia","Psicologia"
"Especialista en Psicoanalisis con Orientacion Clinica en Grupos","Psicologia","Psicologia"
"Especialista en Psicoanalisis con Orientacion Clinica en Niños","Psicologia","Psicologia"
"Especialista en Psicoanalisis de Niños y Adolescentes","Psicologia","Psicologia"
"Especialista en Psicodiagnostico","Psicologia","Psicologia"
"Especialista en Psicogeriatria","Psicologia","Psicologia"
"Especialista en Psicogerontologia","Psicologia","Psicologia"
"Especialista en Psicogerontologia - MD","Psicologia","Psicologia"
"Especialista en Psicologia Clinica","Psicologia","Psicologia"
"Especialista en Psicologia Clinica Asistencia Infantil","Psicologia","Psicologia"
"Especialista en Psicologia Clinica con orientacion Psicoanalitica","Psicologia","Psicologia"
"Especialista en Psicologia Clinica de la Discapacidad","Psicologia","Psicologia"
"Especialista en Psicologia Clinica de Niños y Adolescentes","Psicologia","Psicologia"
"Especialista en Psicologia Clinica de Niños y Adolescentes (Orientacion Psicoanalitica)","Psicologia","Psicologia"
"Especialista en Psicologia Clinica de Niños, Adolescentes y Familias","Psicologia","Psicologia"
"Especialista en Psicologia Clinica y Terapia Cognitiva","Psicologia","Psicologia"
"Especialista en Psicologia Clinica y Terapia Cognitivo-Conductual","Psicologia","Psicologia"
"Especialista en Psicologia con orientacion en Procesos de Aprendizaje del Lenguaje Escrito y sus Trastornos","Psicologia","Psicologia"
"Especialista en Psicologia del Trabajo y de las Organizaciones","Psicologia","Psicologia"
"Especialista en Psicologia del Trabajo y las Organizaciones","Psicologia","Psicologia"
"Especialista en Psicologia Educacional","Psicologia","Psicologia"
"Especialista en Psicologia Educacional con orientacion en Procesos de Aprendizaje del Lenguaje Escrito y sus Trastornos","Psicologia","Psicologia"
"Especialista en Psicologia en Educacion","Psicologia","Psicologia"
"Especialista en Psicologia Forense","Psicologia","Psicologia"
"Especialista en Psicologia Organizacional y del Trabajo","Psicologia","Psicologia"
"Especialista en Psicologia Social Comunitaria","Psicologia","Psicologia"
"Especialista en Psicologia Vincular de Familias con Niños y Adolescentes","Psicologia","Psicologia"
"Especialista en Psicologia y Psicoanalisis de los Vinculos","Psicologia","Psicologia"
"Especialista en Psicopatologia y Salud Mental","Psicologia","Psicologia"
"Especialista en Psicoterapia cognitiva","Psicologia","Psicologia"
"Especialista en Psicoterapia Familiar con Orientacion Cognitiva","Psicologia","Psicologia"
"Especialista en Psicoterapia Individual y Grupal","Psicologia","Psicologia"
"Especialista en Sociopsicogenesis del Entendimiento Escolar","Psicologia","Psicologia"
"Especialista en Terapia Cognitiva","Psicologia","Psicologia"
"Especialista en Terapia Sistemica-Relacional","Psicologia","Psicologia"
"Especialista en Terapias Cognitivas","Psicologia","Psicologia"
"Licenciado en Psicologia","Psicologia","Psicologia"
"Licenciado en Psicologia - Ciclo de Licenciatura","Psicologia","Psicologia"
"Licenciado en Psicologia Aplicada","Psicologia","Psicologia"
"Licenciado en Psicologia Organizacional","Psicologia","Psicologia"
"Licenciado en Psicologia Social","Psicologia","Psicologia"
"Magister de la Universidad de Buenos Aires en Psicoanalisis","Psicologia","Psicologia"
"Magister de la Universidad de Buenos Aires en Psicodiagnostico y Evaluacion Psicologica","Psicologia","Psicologia"
"Magister de la Universidad de Buenos Aires en Psicologia Cognitiva","Psicologia","Psicologia"
"Magister de la Universidad de Buenos Aires en Psicologia Educacional","Psicologia","Psicologia"
"Magister de la Universidad de Buenos Aires en Psicologia Educacional, area Clinica Psicopedagogica: Aspectos individuales e instit","Psicologia","Psicologia"
"Magister de la Universidad de Buenos Aires en Psicologia Educacional, area Orientacion Vocacional en Contextos Educativos y Labora","Psicologia","Psicologia"
"Magister de la Universidad de Buenos Aires en Psicologia Educacional, area Problemas Psico-Educativos en la interfase Salud-Educac","Psicologia","Psicologia"
"Magister de la Universidad de Buenos Aires en Psicologia Educacional, area Procesos Psicologicos en la Construccion de Conocimient","Psicologia","Psicologia"
"Magister de la Universidad de Buenos Aires en Psicologia Social Comunitaria","Psicologia","Psicologia"
"Magister en Clinica Psicoanalitica","Psicologia","Psicologia"
"Magister en Clinica Psicoanalitica con Niños","Psicologia","Psicologia"
"Magister en Clinica Psicologica Cognitiva","Psicologia","Psicologia"
"Magister en Drogadependencia","Psicologia","Psicologia"
"Magister en Fundamentos Teoricos de la Clinica Psicoanalitica Lacaniana","Psicologia","Psicologia"
"Magister en Intervencion e Investigacion Psicosocial","Psicologia","Psicologia"
"Magister en Neuropsicologia","Psicologia","Psicologia"
"Magister en Neuropsicologia Aplicada","Psicologia","Psicologia"
"Magister en Problemas y Patologias del Desvalimiento","Psicologia","Psicologia"
"Magister en Psicoanalisis","Psicologia","Psicologia"
"Magister en Psicoanalisis Teorico","Psicologia","Psicologia"
"Magister en Psicogerontologia","Psicologia","Psicologia"
"Magister en Psicologia Clinica","Psicologia","Psicologia"
"Magister en Psicologia Clinica - Mencion Cognitivo-Integrativa","Psicologia","Psicologia"
"Magister en Psicologia Cognitiva y Aprendizaje","Psicologia","Psicologia"
"Magister en Psicologia de la Musica","Psicologia","Psicologia"
"Magister en Psicologia Educacional","Psicologia","Psicologia"
"Magister en Psicologia Organizacional","Psicologia","Psicologia"
"Magister en Psicologia Organizacional con orientacion Gerencial","Psicologia","Psicologia"
"Magister en Psicologia Social","Psicologia","Psicologia"
"Magister en Psicologia Social (Orientacion Grupos e Instituciones)","Psicologia","Psicologia"
